"id","rock_type","type_0","type_1","type_2","type_3","type_6","type_7","type_8","type_9","angle","cut","fill","processing","density_loose","density_bank"
34,"DOLOMITISED LIMESTONE AND DOLOMITE",0,0,0,0,1,0,0,0,63.434948822922,"0.96589949601132452","0.90396046642746541","1.9218654000000004",1972,2800
61,"DOLOSTONE",0,0,0,0,1,0,0,0,75.9637565320735,"0.96589949601132452","0.90396046642746541","1.9218654000000004",1972,2800
75,"FELSIC LAVA",0,0,0,0,1,0,0,0,75.9637565320735,"0.95006237601132448","0.79965131687610724","1.9218654000000004",1831,2600
38,"FELSIC LAVA AND FELSIC TUFF",0,0,0,0,1,0,0,0,63.434948822922,"0.94214381601132446","0.80454732267147466","1.9218654000000004",1838,2500
48,"FELSIC TUFF",0,0,0,0,1,0,0,0,63.434948822922,"0.69616772045262321","0.64895681507576009","1.7087382000000002",1842,2450
5,"FELSIC-ROCK",0,0,0,0,1,0,0,0,75.9637565320735,"0.95679315201132442","0.84155867805809104","1.9218654000000004",1891,2685
42,"GNEISS",0,0,0,0,1,0,0,0,75.9637565320735,"0.9619402160113244","0.87598380995799519","1.9218654000000004",1937,2750
56,"GNEISSOSE PSAMMITE AND GNEISSOSE SEMIPELITE",0,0,0,0,1,0,0,0,69.1932089872888,"0.95006237601132448","0.79965131687610724","1.9218654000000004",1831,2600
81,"GNEISSOSE SEMIPELITE AND GNEISSOSE PSAMMITE",0,0,0,0,1,0,0,0,69.1932089872888,"0.95006237601132448","0.79965131687610724","1.9218654000000004",1831,2600
17,"GRAPHITIC PELITE, CALCAREOUS PELITE, CALCSILICATE-ROCK AND PSAMMITE",0,0,0,0,1,0,0,0,69.1932089872888,"0.95006237601132448","0.79965131687610724","1.9218654000000004",1831,2600
9,"GRAVEL, SAND, SILT AND CLAY",1,0,0,0,0,0,0,0,29.7448812969422,"0.58836390400186911","0.44915359648434289","1.7087382000000002",1341,1650
57,"HORNBLENDE SCHIST",0,0,0,0,1,0,0,0,75.9637565320735,"0.97856919201132442","1.0030442155305532","1.9218654000000004",2085,2960
73,"LAVA AND TUFF",0,0,0,0,1,0,0,0,69.1932089872888,"0.72190304045262321","0.84465823451935551","1.7087382000000002",2132,2900
55,"LAVA, TUFF, VOLCANICLASTIC ROCK AND SEDIMENTARY ROCK",0,0,0,0,0.7,0.3,0,0,69.1932089872888,"0.97777733601132444","1.0398323039112245","1.9218654000000004",2122,2950
64,"LIMESTONE",0,0,0,0,1,0,0,0,75.9637565320735,"0.88613625038768395","0.62648041908068308","1.9218654000000004",1514,2150
